Meldungen	Saison	Erkrankung	Altersgruppe	Region	Kalenderwoche	Inzidenz
1677	2021/22	ARE	0-14	Bundesweit	2022-W07	11347
306	2021/22	ILI	0-4	Bundesweit	2022-W07	8575
1371	2021/22	ILI	5-14	Bundesweit	2022-W07	1958
1315	2021/22	ILI	15-34	Bundesweit	2022-W07	1075
4022	2021/22	ILI	35-59	Bundesweit	2022-W07	910
2236	2021/22	ILI	60+	Bundesweit	2022-W07	102
2542	2021/22	ILI	00+	Sueden	2022-W07	1283
3307	2021/22	ILI	00+	Mitte (West)	2022-W07	1031
1731	2021/22	ILI	00+	Norden (West)	2022-W07	948
1670	2021/22	ILI	00+	Osten	2022-W07	1477
7573	2021/22	ILI	15+	Bundesweit	2022-W07	682
9250	2021/22	ILI	00+	Bundesweit	2022-W07	1165
1677	2021/22	ILI	0-14	Bundesweit	2022-W07	4181
301	2021/22	ARE	0-4	Bundesweit	2022-W08	18999
1347	2021/22	ARE	5-14	Bundesweit	2022-W08	6524
1288	2021/22	ARE	15-34	Bundesweit	2022-W08	3950
3983	2021/22	ARE	35-59	Bundesweit	2022-W08	4438
2235	2021/22	ARE	60+	Bundesweit	2022-W08	2417
2523	2021/22	ARE	00+	Sueden	2022-W08	5468
3281	2021/22	ARE	00+	Mitte (West)	2022-W08	3647
1717	2021/22	ARE	00+	Norden (West)	2022-W08	5032
1633	2021/22	ARE	00+	Osten	2022-W08	4754
7506	2021/22	ARE	15+	Bundesweit	2022-W08	3629
9154	2021/22	ARE	00+	Bundesweit	2022-W08	4606
1648	2021/22	ARE	0-14	Bundesweit	2022-W08	10728
301	2021/22	ILI	0-4	Bundesweit	2022-W08	6094
1347	2021/22	ILI	5-14	Bundesweit	2022-W08	2345
1288	2021/22	ILI	15-34	Bundesweit	2022-W08	1253
3983	2021/22	ILI	35-59	Bundesweit	2022-W08	961
2235	2021/22	ILI	60+	Bundesweit	2022-W08	333
2523	2021/22	ILI	00+	Sueden	2022-W08	1745
3281	2021/22	ILI	00+	Mitte (West)	2022-W08	987
1717	2021/22	ILI	00+	Norden (West)	2022-W08	1122
1633	2021/22	ILI	00+	Osten	2022-W08	932
7506	2021/22	ILI	15+	Bundesweit	2022-W08	828
9154	2021/22	ILI	00+	Bundesweit	2022-W08	1211
1648	2021/22	ILI	0-14	Bundesweit	2022-W08	3609
304	2021/22	ARE	0-4	Bundesweit	2022-W09	13373
1348	2021/22	ARE	5-14	Bundesweit	2022-W09	8375
1303	2021/22	ARE	15-34	Bundesweit	2022-W09	5877
3970	2021/22	ARE	35-59	Bundesweit	2022-W09	4935
2223	2021/22	ARE	60+	Bundesweit	2022-W09	2713
2527	2021/22	ARE	00+	Sueden	2022-W09	5671
3267	2021/22	ARE	00+	Mitte (West)	2022-W09	5017
1719	2021/22	ARE	00+	Norden (West)	2022-W09	4984
1635	2021/22	ARE	00+	Osten	2022-W09	5114
7496	2021/22	ARE	15+	Bundesweit	2022-W09	4440
9148	2021/22	ARE	00+	Bundesweit	2022-W09	5208
1652	2021/22	ARE	0-14	Bundesweit	2022-W09	10033
304	2021/22	ILI	0-4	Bundesweit	2022-W09	5388
1348	2021/22	ILI	5-14	Bundesweit	2022-W09	2843
1303	2021/22	ILI	15-34	Bundesweit	2022-W09	1558
3970	2021/22	ILI	35-59	Bundesweit	2022-W09	1117
2223	2021/22	ILI	60+	Bundesweit	2022-W09	241
2527	2021/22	ILI	00+	Sueden	2022-W09	1227
3267	2021/22	ILI	00+	Mitte (West)	2022-W09	1500
1719	2021/22	ILI	00+	Norden (West)	2022-W09	1100
1635	2021/22	ILI	00+	Osten	2022-W09	1323
7496	2021/22	ILI	15+	Bundesweit	2022-W09	941
9148	2021/22	ILI	00+	Bundesweit	2022-W09	1318
1652	2021/22	ILI	0-14	Bundesweit	2022-W09	3687
296	2021/22	ARE	0-4	Bundesweit	2022-W10	15966
1344	2021/22	ARE	5-14	Bundesweit	2022-W10	7945
1306	2021/22	ARE	15-34	Bundesweit	2022-W10	6339
3971	2021/22	ARE	35-59	Bundesweit	2022-W10	4732
2229	2021/22	ARE	60+	Bundesweit	2022-W10	3106
2521	2021/22	ARE	00+	Sueden	2022-W10	5488
3298	2021/22	ARE	00+	Mitte (West)	2022-W10	4805
1709	2021/22	ARE	00+	Norden (West)	2022-W10	4366
1618	2021/22	ARE	00+	Osten	2022-W10	7855
7506	2021/22	ARE	15+	Bundesweit	2022-W10	4613
9146	2021/22	ARE	00+	Bundesweit	2022-W10	5447
1640	2021/22	ARE	0-14	Bundesweit	2022-W10	10649
296	2021/22	ILI	0-4	Bundesweit	2022-W10	6588
1344	2021/22	ILI	5-14	Bundesweit	2022-W10	2404
1306	2021/22	ILI	15-34	Bundesweit	2022-W10	2289
3971	2021/22	ILI	35-59	Bundesweit	2022-W10	1222
2229	2021/22	ILI	60+	Bundesweit	2022-W10	651
2521	2021/22	ILI	00+	Sueden	2022-W10	1767
3298	2021/22	ILI	00+	Mitte (West)	2022-W10	1427
1709	2021/22	ILI	00+	Norden (West)	2022-W10	1499
1618	2021/22	ILI	00+	Osten	2022-W10	2142
7506	2021/22	ILI	15+	Bundesweit	2022-W10	1314
9146	2021/22	ILI	00+	Bundesweit	2022-W10	1660
1640	2021/22	ILI	0-14	Bundesweit	2022-W10	3815
294	2021/22	ARE	0-4	Bundesweit	2022-W11	15011
1317	2021/22	ARE	5-14	Bundesweit	2022-W11	9233
1296	2021/22	ARE	15-34	Bundesweit	2022-W11	6553
3955	2021/22	ARE	35-59	Bundesweit	2022-W11	5226
2216	2021/22	ARE	60+	Bundesweit	2022-W11	2965
2498	2021/22	ARE	00+	Sueden	2022-W11	5460
3276	2021/22	ARE	00+	Mitte (West)	2022-W11	6083
1705	2021/22	ARE	00+	Norden (West)	2022-W11	5419
1599	2021/22	ARE	00+	Osten	2022-W11	5542
7467	2021/22	ARE	15+	Bundesweit	2022-W11	4821
9078	2021/22	ARE	00+	Bundesweit	2022-W11	5692
1611	2021/22	ARE	0-14	Bundesweit	2022-W11	11155
294	2021/22	ILI	0-4	Bundesweit	2022-W11	3419
1317	2021/22	ILI	5-14	Bundesweit	2022-W11	3933
1296	2021/22	ILI	15-34	Bundesweit	2022-W11	1700
3955	2021/22	ILI	35-59	Bundesweit	2022-W11	1642
2216	2021/22	ILI	60+	Bundesweit	2022-W11	493
2498	2021/22	ILI	00+	Sueden	2022-W11	1264
3276	2021/22	ILI	00+	Mitte (West)	2022-W11	1895
1705	2021/22	ILI	00+	Norden (West)	2022-W11	1214
1599	2021/22	ILI	00+	Osten	2022-W11	2013
7467	2021/22	ILI	15+	Bundesweit	2022-W11	1272
9078	2021/22	ILI	00+	Bundesweit	2022-W11	1614
1611	2021/22	ILI	0-14	Bundesweit	2022-W11	3762
305	2021/22	ARE	0-4	Bundesweit	2022-W12	15823
1321	2021/22	ARE	5-14	Bundesweit	2022-W12	7797
1292	2021/22	ARE	15-34	Bundesweit	2022-W12	5502
3964	2021/22	ARE	35-59	Bundesweit	2022-W12	5154
2221	2021/22	ARE	60+	Bundesweit	2022-W12	3398
2520	2021/22	ARE	00+	Sueden	2022-W12	6274
3299	2021/22	ARE	00+	Mitte (West)	2022-W12	4844
1676	2021/22	ARE	00+	Norden (West)	2022-W12	5102
1608	2021/22	ARE	00+	Osten	2022-W12	5795
7477	2021/22	ARE	15+	Bundesweit	2022-W12	4656
9103	2021/22	ARE	00+	Bundesweit	2022-W12	5455
1626	2021/22	ARE	0-14	Bundesweit	2022-W12	10466
305	2021/22	ILI	0-4	Bundesweit	2022-W12	6592
1321	2021/22	ILI	5-14	Bundesweit	2022-W12	3194
1292	2021/22	ILI	15-34	Bundesweit	2022-W12	1918
3964	2021/22	ILI	35-59	Bundesweit	2022-W12	1455
2221	2021/22	ILI	60+	Bundesweit	2022-W12	899
2520	2021/22	ILI	00+	Sueden	2022-W12	1828
3299	2021/22	ILI	00+	Mitte (West)	2022-W12	1823
1676	2021/22	ILI	00+	Norden (West)	2022-W12	1723
1608	2021/22	ILI	00+	Osten	2022-W12	1757
7477	2021/22	ILI	15+	Bundesweit	2022-W12	1391
9103	2021/22	ILI	00+	Bundesweit	2022-W12	1795
1626	2021/22	ILI	0-14	Bundesweit	2022-W12	4324
300	2021/22	ARE	0-4	Bundesweit	2022-W13	13079
1291	2021/22	ARE	5-14	Bundesweit	2022-W13	6738
1286	2021/22	ARE	15-34	Bundesweit	2022-W13	5717
3933	2021/22	ARE	35-59	Bundesweit	2022-W13	4510
2225	2021/22	ARE	60+	Bundesweit	2022-W13	3543
2501	2021/22	ARE	00+	Sueden	2022-W13	5575
3257	2021/22	ARE	00+	Mitte (West)	2022-W13	4710
1679	2021/22	ARE	00+	Norden (West)	2022-W13	5154
1598	2021/22	ARE	00+	Osten	2022-W13	5156
7444	2021/22	ARE	15+	Bundesweit	2022-W13	4509
9035	2021/22	ARE	00+	Bundesweit	2022-W13	5111
1591	2021/22	ARE	0-14	Bundesweit	2022-W13	8866
300	2021/22	ILI	0-4	Bundesweit	2022-W13	2437
1291	2021/22	ILI	5-14	Bundesweit	2022-W13	2096
1286	2021/22	ILI	15-34	Bundesweit	2022-W13	1475
3933	2021/22	ILI	35-59	Bundesweit	2022-W13	1311
2225	2021/22	ILI	60+	Bundesweit	2022-W13	926
2501	2021/22	ILI	00+	Sueden	2022-W13	1294
3257	2021/22	ILI	00+	Mitte (West)	2022-W13	1210
1679	2021/22	ILI	00+	Norden (West)	2022-W13	1530
1598	2021/22	ILI	00+	Osten	2022-W13	1602
7444	2021/22	ILI	15+	Bundesweit	2022-W13	1226
9035	2021/22	ILI	00+	Bundesweit	2022-W13	1362
1591	2021/22	ILI	0-14	Bundesweit	2022-W13	2210
294	2021/22	ARE	0-4	Bundesweit	2022-W14	15337
1277	2021/22	ARE	5-14	Bundesweit	2022-W14	9125
1257	2021/22	ARE	15-34	Bundesweit	2022-W14	4787
3888	2021/22	ARE	35-59	Bundesweit	2022-W14	4933
2191	2021/22	ARE	60+	Bundesweit	2022-W14	2660
2470	2021/22	ARE	00+	Sueden	2022-W14	5246
3197	2021/22	ARE	00+	Mitte (West)	2022-W14	4929
1670	2021/22	ARE	00+	Norden (West)	2022-W14	5194
1570	2021/22	ARE	00+	Osten	2022-W14	5185
7336	2021/22	ARE	15+	Bundesweit	2022-W14	4130
8907	2021/22	ARE	00+	Bundesweit	2022-W14	5112
1571	2021/22	ARE	0-14	Bundesweit	2022-W14	11222
294	2021/22	ILI	0-4	Bundesweit	2022-W14	6211
1277	2021/22	ILI	5-14	Bundesweit	2022-W14	3062
1257	2021/22	ILI	15-34	Bundesweit	2022-W14	1603
3888	2021/22	ILI	35-59	Bundesweit	2022-W14	1219
2191	2021/22	ILI	60+	Bundesweit	2022-W14	785
2470	2021/22	ILI	00+	Sueden	2022-W14	1333
3197	2021/22	ILI	00+	Mitte (West)	2022-W14	1836
1670	2021/22	ILI	00+	Norden (West)	2022-W14	1275
1570	2021/22	ILI	00+	Osten	2022-W14	1794
7336	2021/22	ILI	15+	Bundesweit	2022-W14	1175
8907	2021/22	ILI	00+	Bundesweit	2022-W14	1584
1571	2021/22	ILI	0-14	Bundesweit	2022-W14	4125
295	2021/22	ARE	0-4	Bundesweit	2022-W15	13364
1263	2021/22	ARE	5-14	Bundesweit	2022-W15	5976
1236	2021/22	ARE	15-34	Bundesweit	2022-W15	5790
3872	2021/22	ARE	35-59	Bundesweit	2022-W15	4139
2191	2021/22	ARE	60+	Bundesweit	2022-W15	3644
2456	2021/22	ARE	00+	Sueden	2022-W15	4857
3208	2021/22	ARE	00+	Mitte (West)	2022-W15	4748
1621	2021/22	ARE	00+	Norden (West)	2022-W15	5100
1572	2021/22	ARE	00+	Osten	2022-W15	5487
7299	2021/22	ARE	15+	Bundesweit	2022-W15	4413
8857	2021/22	ARE	00+	Bundesweit	2022-W15	4974
1558	2021/22	ARE	0-14	Bundesweit	2022-W15	8485
295	2021/22	ILI	0-4	Bundesweit	2022-W15	5028
1263	2021/22	ILI	5-14	Bundesweit	2022-W15	2706
1236	2021/22	ILI	15-34	Bundesweit	2022-W15	1587
3872	2021/22	ILI	35-59	Bundesweit	2022-W15	1095
2191	2021/22	ILI	60+	Bundesweit	2022-W15	1324
2456	2021/22	ILI	00+	Sueden	2022-W15	1543
3208	2021/22	ILI	00+	Mitte (West)	2022-W15	1837
1621	2021/22	ILI	00+	Norden (West)	2022-W15	1380
1572	2021/22	ILI	00+	Osten	2022-W15	1461
7299	2021/22	ILI	15+	Bundesweit	2022-W15	1303
8857	2021/22	ILI	00+	Bundesweit	2022-W15	1605
1558	2021/22	ILI	0-14	Bundesweit	2022-W15	3495
295	2021/22	ARE	0-4	Bundesweit	2022-W16	9311
1300	2021/22	ARE	5-14	Bundesweit	2022-W16	4162
1245	2021/22	ARE	15-34	Bundesweit	2022-W16	4643
3909	2021/22	ARE	35-59	Bundesweit	2022-W16	3814
2199	2021/22	ARE	60+	Bundesweit	2022-W16	2865
2462	2021/22	ARE	00+	Sueden	2022-W16	3471
3222	2021/22	ARE	00+	Mitte (West)	2022-W16	3880
1643	2021/22	ARE	00+	Norden (West)	2022-W16	4795
1621	2021/22	ARE	00+	Osten	2022-W16	4353
7353	2021/22	ARE	15+	Bundesweit	2022-W16	3716
8948	2021/22	ARE	00+	Bundesweit	2022-W16	4020
1595	2021/22	ARE	0-14	Bundesweit	2022-W16	5907
295	2021/22	ILI	0-4	Bundesweit	2022-W16	3386
1300	2021/22	ILI	5-14	Bundesweit	2022-W16	1030
1245	2021/22	ILI	15-34	Bundesweit	2022-W16	1128
3909	2021/22	ILI	35-59	Bundesweit	2022-W16	1002
2199	2021/22	ILI	60+	Bundesweit	2022-W16	874
2462	2021/22	ILI	00+	Sueden	2022-W16	1312
3222	2021/22	ILI	00+	Mitte (West)	2022-W16	1065
1643	2021/22	ILI	00+	Norden (West)	2022-W16	1236
1621	2021/22	ILI	00+	Osten	2022-W16	756
7353	2021/22	ILI	15+	Bundesweit	2022-W16	993
8948	2021/22	ILI	00+	Bundesweit	2022-W16	1109
1595	2021/22	ILI	0-14	Bundesweit	2022-W16	1828
295	2021/22	ARE	0-4	Bundesweit	2022-W17	11897
1283	2021/22	ARE	5-14	Bundesweit	2022-W17	5663
1240	2021/22	ARE	15-34	Bundesweit	2022-W17	5292
3865	2021/22	ARE	35-59	Bundesweit	2022-W17	3107
2179	2021/22	ARE	60+	Bundesweit	2022-W17	2507
2424	2021/22	ARE	00+	Sueden	2022-W17	4925
3217	2021/22	ARE	00+	Mitte (West)	2022-W17	3730
1642	2021/22	ARE	00+	Norden (West)	2022-W17	3599
1579	2021/22	ARE	00+	Osten	2022-W17	4024
7284	2021/22	ARE	15+	Bundesweit	2022-W17	3490
8862	2021/22	ARE	00+	Bundesweit	2022-W17	4085
1578	2021/22	ARE	0-14	Bundesweit	2022-W17	7775
295	2021/22	ILI	0-4	Bundesweit	2022-W17	5313
1283	2021/22	ILI	5-14	Bundesweit	2022-W17	1936
1240	2021/22	ILI	15-34	Bundesweit	2022-W17	1675
3865	2021/22	ILI	35-59	Bundesweit	2022-W17	879
2179	2021/22	ILI	60+	Bundesweit	2022-W17	779
2424	2021/22	ILI	00+	Sueden	2022-W17	1586
3217	2021/22	ILI	00+	Mitte (West)	2022-W17	1152
1642	2021/22	ILI	00+	Norden (West)	2022-W17	1304
1579	2021/22	ILI	00+	Osten	2022-W17	1379
7284	2021/22	ILI	15+	Bundesweit	2022-W17	1058
8862	2021/22	ILI	00+	Bundesweit	2022-W17	1339
1578	2021/22	ILI	0-14	Bundesweit	2022-W17	3080
287	2021/22	ARE	0-4	Bundesweit	2022-W18	16701
1258	2021/22	ARE	5-14	Bundesweit	2022-W18	7687
1238	2021/22	ARE	15-34	Bundesweit	2022-W18	4013
3803	2021/22	ARE	35-59	Bundesweit	2022-W18	3473
2150	2021/22	ARE	60+	Bundesweit	2022-W18	1867
2374	2021/22	ARE	00+	Sueden	2022-W18	4584
3159	2021/22	ARE	00+	Mitte (West)	2022-W18	3707
1632	2021/22	ARE	00+	Norden (West)	2022-W18	4213
1571	2021/22	ARE	00+	Osten	2022-W18	4263
7191	2021/22	ARE	15+	Bundesweit	2022-W18	3079
8736	2021/22	ARE	00+	Bundesweit	2022-W18	4140
1545	2021/22	ARE	0-14	Bundesweit	2022-W18	10747
287	2021/22	ILI	0-4	Bundesweit	2022-W18	6339
1258	2021/22	ILI	5-14	Bundesweit	2022-W18	3124
1238	2021/22	ILI	15-34	Bundesweit	2022-W18	872
3803	2021/22	ILI	35-59	Bundesweit	2022-W18	926
2150	2021/22	ILI	60+	Bundesweit	2022-W18	470
2374	2021/22	ILI	00+	Sueden	2022-W18	1166
3159	2021/22	ILI	00+	Mitte (West)	2022-W18	1109
1632	2021/22	ILI	00+	Norden (West)	2022-W18	1479
1571	2021/22	ILI	00+	Osten	2022-W18	1353
7191	2021/22	ILI	15+	Bundesweit	2022-W18	759
8736	2021/22	ILI	00+	Bundesweit	2022-W18	1237
1545	2021/22	ILI	0-14	Bundesweit	2022-W18	4215
291	2021/22	ARE	0-4	Bundesweit	2022-W19	12796
1272	2021/22	ARE	5-14	Bundesweit	2022-W19	8433
1226	2021/22	ARE	15-34	Bundesweit	2022-W19	5244
3813	2021/22	ARE	35-59	Bundesweit	2022-W19	3865
2158	2021/22	ARE	60+	Bundesweit	2022-W19	1569
2398	2021/22	ARE	00+	Sueden	2022-W19	4793
3136	2021/22	ARE	00+	Mitte (West)	2022-W19	3740
1652	2021/22	ARE	00+	Norden (West)	2022-W19	4640
1574	2021/22	ARE	00+	Osten	2022-W19	4597
7197	2021/22	ARE	15+	Bundesweit	2022-W19	3461
8760	2021/22	ARE	00+	Bundesweit	2022-W19	4351
1563	2021/22	ARE	0-14	Bundesweit	2022-W19	9908
291	2021/22	ILI	0-4	Bundesweit	2022-W19	3462
1272	2021/22	ILI	5-14	Bundesweit	2022-W19	2790
1226	2021/22	ILI	15-34	Bundesweit	2022-W19	1157
3813	2021/22	ILI	35-59	Bundesweit	2022-W19	1057
2158	2021/22	ILI	60+	Bundesweit	2022-W19	736
2398	2021/22	ILI	00+	Sueden	2022-W19	1723
3136	2021/22	ILI	00+	Mitte (West)	2022-W19	1210
1652	2021/22	ILI	00+	Norden (West)	2022-W19	973
1574	2021/22	ILI	00+	Osten	2022-W19	940
7197	2021/22	ILI	15+	Bundesweit	2022-W19	976
8760	2021/22	ILI	00+	Bundesweit	2022-W19	1258
1563	2021/22	ILI	0-14	Bundesweit	2022-W19	3017
284	2021/22	ARE	0-4	Bundesweit	2022-W20	14666
1251	2021/22	ARE	5-14	Bundesweit	2022-W20	8054
1219	2021/22	ARE	15-34	Bundesweit	2022-W20	5953
3783	2021/22	ARE	35-59	Bundesweit	2022-W20	3816
2148	2021/22	ARE	60+	Bundesweit	2022-W20	2124
2380	2021/22	ARE	00+	Sueden	2022-W20	5497
3104	2021/22	ARE	00+	Mitte (West)	2022-W20	4011
1639	2021/22	ARE	00+	Norden (West)	2022-W20	5261
1562	2021/22	ARE	00+	Osten	2022-W20	4313
7150	2021/22	ARE	15+	Bundesweit	2022-W20	3817
8685	2021/22	ARE	00+	Bundesweit	2022-W20	4709
1535	2021/22	ARE	0-14	Bundesweit	2022-W20	10272
284	2021/22	ILI	0-4	Bundesweit	2022-W20	4915
1251	2021/22	ILI	5-14	Bundesweit	2022-W20	1847
1219	2021/22	ILI	15-34	Bundesweit	2022-W20	1312
3783	2021/22	ILI	35-59	Bundesweit	2022-W20	770
2148	2021/22	ILI	60+	Bundesweit	2022-W20	508
2380	2021/22	ILI	00+	Sueden	2022-W20	1235
3104	2021/22	ILI	00+	Mitte (West)	2022-W20	936
1639	2021/22	ILI	00+	Norden (West)	2022-W20	1671
1562	2021/22	ILI	00+	Osten	2022-W20	670
7150	2021/22	ILI	15+	Bundesweit	2022-W20	826
8685	2021/22	ILI	00+	Bundesweit	2022-W20	1110
1535	2021/22	ILI	0-14	Bundesweit	2022-W20	2877
297	2021/22	ARE	0-4	Bundesweit	2022-W21	14400
1260	2021/22	ARE	5-14	Bundesweit	2022-W21	7487
1225	2021/22	ARE	15-34	Bundesweit	2022-W21	5143
3854	2021/22	ARE	35-59	Bundesweit	2022-W21	3415
2139	2021/22	ARE	60+	Bundesweit	2022-W21	1988
2394	2021/22	ARE	00+	Sueden	2022-W21	3695
3168	2021/22	ARE	00+	Mitte (West)	2022-W21	3948
1644	2021/22	ARE	00+	Norden (West)	2022-W21	5236
1569	2021/22	ARE	00+	Osten	2022-W21	4833
7218	2021/22	ARE	15+	Bundesweit	2022-W21	3397
8775	2021/22	ARE	00+	Bundesweit	2022-W21	4278
1557	2021/22	ARE	0-14	Bundesweit	2022-W21	9807
297	2021/22	ILI	0-4	Bundesweit	2022-W21	5844
1260	2021/22	ILI	5-14	Bundesweit	2022-W21	1723
1225	2021/22	ILI	15-34	Bundesweit	2022-W21	987
3854	2021/22	ILI	35-59	Bundesweit	2022-W21	675
2139	2021/22	ILI	60+	Bundesweit	2022-W21	397
2394	2021/22	ILI	00+	Sueden	2022-W21	903
3168	2021/22	ILI	00+	Mitte (West)	2022-W21	893
1644	2021/22	ILI	00+	Norden (West)	2022-W21	1427
1569	2021/22	ILI	00+	Osten	2022-W21	921
7218	2021/22	ILI	15+	Bundesweit	2022-W21	665
8775	2021/22	ILI	00+	Bundesweit	2022-W21	1000
1557	2021/22	ILI	0-14	Bundesweit	2022-W21	3107
293	2021/22	ARE	0-4	Bundesweit	2022-W22	12652
1245	2021/22	ARE	5-14	Bundesweit	2022-W22	7672
1218	2021/22	ARE	15-34	Bundesweit	2022-W22	5712
3835	2021/22	ARE	35-59	Bundesweit	2022-W22	4230
2158	2021/22	ARE	60+	Bundesweit	2022-W22	2492
2402	2021/22	ARE	00+	Sueden	2022-W22	4777
3150	2021/22	ARE	00+	Mitte (West)	2022-W22	4094
1663	2021/22	ARE	00+	Norden (West)	2022-W22	5561
1534	2021/22	ARE	00+	Osten	2022-W22	5290
7211	2021/22	ARE	15+	Bundesweit	2022-W22	4042
8749	2021/22	ARE	00+	Bundesweit	2022-W22	4768
1538	2021/22	ARE	0-14	Bundesweit	2022-W22	9331
293	2021/22	ILI	0-4	Bundesweit	2022-W22	4943
1245	2021/22	ILI	5-14	Bundesweit	2022-W22	2272
1218	2021/22	ILI	15-34	Bundesweit	2022-W22	1541
3835	2021/22	ILI	35-59	Bundesweit	2022-W22	971
2158	2021/22	ILI	60+	Bundesweit	2022-W22	537
2402	2021/22	ILI	00+	Sueden	2022-W22	1088
3150	2021/22	ILI	00+	Mitte (West)	2022-W22	1021
1663	2021/22	ILI	00+	Norden (West)	2022-W22	1840
1534	2021/22	ILI	00+	Osten	2022-W22	1498
7211	2021/22	ILI	15+	Bundesweit	2022-W22	978
8749	2021/22	ILI	00+	Bundesweit	2022-W22	1277
1538	2021/22	ILI	0-14	Bundesweit	2022-W22	3162
308	2021/22	ARE	0-4	Bundesweit	2022-W23	10900
1317	2021/22	ARE	5-14	Bundesweit	2022-W23	6588
1276	2021/22	ARE	15-34	Bundesweit	2022-W23	7046
4016	2021/22	ARE	35-59	Bundesweit	2022-W23	4298
2195	2021/22	ARE	60+	Bundesweit	2022-W23	2386
2491	2021/22	ARE	00+	Sueden	2022-W23	5445
3294	2021/22	ARE	00+	Mitte (West)	2022-W23	4526
1706	2021/22	ARE	00+	Norden (West)	2022-W23	4836
1621	2021/22	ARE	00+	Osten	2022-W23	4854
7487	2021/22	ARE	15+	Bundesweit	2022-W23	4385
9112	2021/22	ARE	00+	Bundesweit	2022-W23	4893
1625	2021/22	ARE	0-14	Bundesweit	2022-W23	8050
308	2021/22	ILI	0-4	Bundesweit	2022-W23	4068
1317	2021/22	ILI	5-14	Bundesweit	2022-W23	2543
1276	2021/22	ILI	15-34	Bundesweit	2022-W23	2222
4016	2021/22	ILI	35-59	Bundesweit	2022-W23	1733
2195	2021/22	ILI	60+	Bundesweit	2022-W23	772
2491	2021/22	ILI	00+	Sueden	2022-W23	2039
3294	2021/22	ILI	00+	Mitte (West)	2022-W23	1447
1706	2021/22	ILI	00+	Norden (West)	2022-W23	1803
1621	2021/22	ILI	00+	Osten	2022-W23	1868
7487	2021/22	ILI	15+	Bundesweit	2022-W23	1540
9112	2021/22	ILI	00+	Bundesweit	2022-W23	1750
1625	2021/22	ILI	0-14	Bundesweit	2022-W23	3060
321	2021/22	ARE	0-4	Bundesweit	2022-W24	11659
1350	2021/22	ARE	5-14	Bundesweit	2022-W24	8302
1282	2021/22	ARE	15-34	Bundesweit	2022-W24	6799
4065	2021/22	ARE	35-59	Bundesweit	2022-W24	4157
2212	2021/22	ARE	60+	Bundesweit	2022-W24	2122
2532	2021/22	ARE	00+	Sueden	2022-W24	4731
3321	2021/22	ARE	00+	Mitte (West)	2022-W24	5386
1715	2021/22	ARE	00+	Norden (West)	2022-W24	4999
1662	2021/22	ARE	00+	Osten	2022-W24	4137
7559	2021/22	ARE	15+	Bundesweit	2022-W24	4178
9230	2021/22	ARE	00+	Bundesweit	2022-W24	4909
1671	2021/22	ARE	0-14	Bundesweit	2022-W24	9441
321	2021/22	ILI	0-4	Bundesweit	2022-W24	6060
1350	2021/22	ILI	5-14	Bundesweit	2022-W24	2772
1282	2021/22	ILI	15-34	Bundesweit	2022-W24	2339
4065	2021/22	ILI	35-59	Bundesweit	2022-W24	1283
2212	2021/22	ILI	60+	Bundesweit	2022-W24	659
2532	2021/22	ILI	00+	Sueden	2022-W24	1956
3321	2021/22	ILI	00+	Mitte (West)	2022-W24	1541
1715	2021/22	ILI	00+	Norden (West)	2022-W24	1877
1662	2021/22	ILI	00+	Osten	2022-W24	1485
7559	2021/22	ILI	15+	Bundesweit	2022-W24	1355
9230	2021/22	ILI	00+	Bundesweit	2022-W24	1707
1671	2021/22	ILI	0-14	Bundesweit	2022-W24	3887
325	2021/22	ARE	0-4	Bundesweit	2022-W25	14123
1374	2021/22	ARE	5-14	Bundesweit	2022-W25	6714
1307	2021/22	ARE	15-34	Bundesweit	2022-W25	7145
4066	2021/22	ARE	35-59	Bundesweit	2022-W25	4883
2198	2021/22	ARE	60+	Bundesweit	2022-W25	2706
2572	2021/22	ARE	00+	Sueden	2022-W25	4990
3327	2021/22	ARE	00+	Mitte (West)	2022-W25	5520
1714	2021/22	ARE	00+	Norden (West)	2022-W25	5643
1657	2021/22	ARE	00+	Osten	2022-W25	5401
7571	2021/22	ARE	15+	Bundesweit	2022-W25	4751
9270	2021/22	ARE	00+	Bundesweit	2022-W25	5375
1699	2021/22	ARE	0-14	Bundesweit	2022-W25	9241
325	2021/22	ILI	0-4	Bundesweit	2022-W25	7168
1374	2021/22	ILI	5-14	Bundesweit	2022-W25	2917
1307	2021/22	ILI	15-34	Bundesweit	2022-W25	2337
4066	2021/22	ILI	35-59	Bundesweit	2022-W25	1698
2198	2021/22	ILI	60+	Bundesweit	2022-W25	1447
2572	2021/22	ILI	00+	Sueden	2022-W25	2008
3327	2021/22	ILI	00+	Mitte (West)	2022-W25	2249
1714	2021/22	ILI	00+	Norden (West)	2022-W25	1981
1657	2021/22	ILI	00+	Osten	2022-W25	2304
7571	2021/22	ILI	15+	Bundesweit	2022-W25	1784
9270	2021/22	ILI	00+	Bundesweit	2022-W25	2142
1699	2021/22	ILI	0-14	Bundesweit	2022-W25	4367
331	2021/22	ARE	0-4	Bundesweit	2022-W26	14061
1366	2021/22	ARE	5-14	Bundesweit	2022-W26	8420
1295	2021/22	ARE	15-34	Bundesweit	2022-W26	5757
4017	2021/22	ARE	35-59	Bundesweit	2022-W26	4741
2186	2021/22	ARE	60+	Bundesweit	2022-W26	2947
2554	2021/22	ARE	00+	Sueden	2022-W26	5422
