Meldungen	Saison	Erkrankung	Altersgruppe	Region	Kalenderwoche	Inzidenz
3309	2021/22	ARE	00+	Mitte (West)	2022-W26	5317
1705	2021/22	ARE	00+	Norden (West)	2022-W26	5090
1627	2021/22	ARE	00+	Osten	2022-W26	4914
7498	2021/22	ARE	15+	Bundesweit	2022-W26	4408
9195	2021/22	ARE	00+	Bundesweit	2022-W26	5233
1697	2021/22	ARE	0-14	Bundesweit	2022-W26	10351
331	2021/22	ILI	0-4	Bundesweit	2022-W26	6388
1366	2021/22	ILI	5-14	Bundesweit	2022-W26	3489
1295	2021/22	ILI	15-34	Bundesweit	2022-W26	2015
4017	2021/22	ILI	35-59	Bundesweit	2022-W26	1869
2186	2021/22	ILI	60+	Bundesweit	2022-W26	1149
2554	2021/22	ILI	00+	Sueden	2022-W26	1920
3309	2021/22	ILI	00+	Mitte (West)	2022-W26	2196
1705	2021/22	ILI	00+	Norden (West)	2022-W26	2308
1627	2021/22	ILI	00+	Osten	2022-W26	1724
7498	2021/22	ILI	15+	Bundesweit	2022-W26	1666
9195	2021/22	ILI	00+	Bundesweit	2022-W26	2057
1697	2021/22	ILI	0-14	Bundesweit	2022-W26	4481
303	2021/22	ARE	0-4	Bundesweit	2022-W27	12867
1230	2021/22	ARE	5-14	Bundesweit	2022-W27	9477
1131	2021/22	ARE	15-34	Bundesweit	2022-W27	6397
3564	2021/22	ARE	35-59	Bundesweit	2022-W27	4993
1963	2021/22	ARE	60+	Bundesweit	2022-W27	2832
2300	2021/22	ARE	00+	Sueden	2022-W27	6046
2986	2021/22	ARE	00+	Mitte (West)	2022-W27	5306
1504	2021/22	ARE	00+	Norden (West)	2022-W27	4898
1401	2021/22	ARE	00+	Osten	2022-W27	5463
6658	2021/22	ARE	15+	Bundesweit	2022-W27	4640
8191	2021/22	ARE	00+	Bundesweit	2022-W27	5466
1533	2021/22	ARE	0-14	Bundesweit	2022-W27	10628
303	2021/22	ILI	0-4	Bundesweit	2022-W27	5893
1230	2021/22	ILI	5-14	Bundesweit	2022-W27	3165
1131	2021/22	ILI	15-34	Bundesweit	2022-W27	2425
3564	2021/22	ILI	35-59	Bundesweit	2022-W27	1777
1963	2021/22	ILI	60+	Bundesweit	2022-W27	864
2300	2021/22	ILI	00+	Sueden	2022-W27	2335
2986	2021/22	ILI	00+	Mitte (West)	2022-W27	1827
1504	2021/22	ILI	00+	Norden (West)	2022-W27	1788
1401	2021/22	ILI	00+	Osten	2022-W27	1929
6658	2021/22	ILI	15+	Bundesweit	2022-W27	1642
8191	2021/22	ILI	00+	Bundesweit	2022-W27	1980
1533	2021/22	ILI	0-14	Bundesweit	2022-W27	4091
320	2021/22	ARE	0-4	Bundesweit	2022-W28	12006
1236	2021/22	ARE	5-14	Bundesweit	2022-W28	6551
1140	2021/22	ARE	15-34	Bundesweit	2022-W28	6079
3609	2021/22	ARE	35-59	Bundesweit	2022-W28	5544
1971	2021/22	ARE	60+	Bundesweit	2022-W28	3276
2329	2021/22	ARE	00+	Sueden	2022-W28	6880
3017	2021/22	ARE	00+	Mitte (West)	2022-W28	5165
1517	2021/22	ARE	00+	Norden (West)	2022-W28	5074
1413	2021/22	ARE	00+	Osten	2022-W28	3896
6720	2021/22	ARE	15+	Bundesweit	2022-W28	4925
8276	2021/22	ARE	00+	Bundesweit	2022-W28	5413
1556	2021/22	ARE	0-14	Bundesweit	2022-W28	8428
320	2021/22	ILI	0-4	Bundesweit	2022-W28	5566
1236	2021/22	ILI	5-14	Bundesweit	2022-W28	2256
1140	2021/22	ILI	15-34	Bundesweit	2022-W28	2341
3609	2021/22	ILI	35-59	Bundesweit	2022-W28	1847
1971	2021/22	ILI	60+	Bundesweit	2022-W28	1066
2329	2021/22	ILI	00+	Sueden	2022-W28	2756
3017	2021/22	ILI	00+	Mitte (West)	2022-W28	1486
1517	2021/22	ILI	00+	Norden (West)	2022-W28	2067
1413	2021/22	ILI	00+	Osten	2022-W28	1493
6720	2021/22	ILI	15+	Bundesweit	2022-W28	1717
8276	2021/22	ILI	00+	Bundesweit	2022-W28	1951
1556	2021/22	ILI	0-14	Bundesweit	2022-W28	3395
333	2021/22	ARE	0-4	Bundesweit	2022-W29	11139
1228	2021/22	ARE	5-14	Bundesweit	2022-W29	4015
1136	2021/22	ARE	15-34	Bundesweit	2022-W29	4276
3604	2021/22	ARE	35-59	Bundesweit	2022-W29	3911
1976	2021/22	ARE	60+	Bundesweit	2022-W29	3257
2321	2021/22	ARE	00+	Sueden	2022-W29	5477
3017	2021/22	ARE	00+	Mitte (West)	2022-W29	3394
1542	2021/22	ARE	00+	Norden (West)	2022-W29	3394
1397	2021/22	ARE	00+	Osten	2022-W29	4468
6716	2021/22	ARE	15+	Bundesweit	2022-W29	3789
8277	2021/22	ARE	00+	Bundesweit	2022-W29	4157
1561	2021/22	ARE	0-14	Bundesweit	2022-W29	6442
333	2021/22	ILI	0-4	Bundesweit	2022-W29	5490
1228	2021/22	ILI	5-14	Bundesweit	2022-W29	1644
1136	2021/22	ILI	15-34	Bundesweit	2022-W29	1577
3604	2021/22	ILI	35-59	Bundesweit	2022-W29	1496
1976	2021/22	ILI	60+	Bundesweit	2022-W29	1202
2321	2021/22	ILI	00+	Sueden	2022-W29	2262
3017	2021/22	ILI	00+	Mitte (West)	2022-W29	1236
1542	2021/22	ILI	00+	Norden (West)	2022-W29	1417
1397	2021/22	ILI	00+	Osten	2022-W29	1688
6716	2021/22	ILI	15+	Bundesweit	2022-W29	1419
8277	2021/22	ILI	00+	Bundesweit	2022-W29	1632
1561	2021/22	ILI	0-14	Bundesweit	2022-W29	2954
338	2021/22	ARE	0-4	Bundesweit	2022-W30	7842
1219	2021/22	ARE	5-14	Bundesweit	2022-W30	3983
1117	2021/22	ARE	15-34	Bundesweit	2022-W30	5106
3576	2021/22	ARE	35-59	Bundesweit	2022-W30	3668
1946	2021/22	ARE	60+	Bundesweit	2022-W30	1923
2291	2021/22	ARE	00+	Sueden	2022-W30	4338
2992	2021/22	ARE	00+	Mitte (West)	2022-W30	3349
1516	2021/22	ARE	00+	Norden (West)	2022-W30	3550
1397	2021/22	ARE	00+	Osten	2022-W30	3680
6639	2021/22	ARE	15+	Bundesweit	2022-W30	3464
8196	2021/22	ARE	00+	Bundesweit	2022-W30	3718
1557	2021/22	ARE	0-14	Bundesweit	2022-W30	5288
338	2021/22	ILI	0-4	Bundesweit	2022-W30	3940
1219	2021/22	ILI	5-14	Bundesweit	2022-W30	1478
1117	2021/22	ILI	15-34	Bundesweit	2022-W30	1513
3576	2021/22	ILI	35-59	Bundesweit	2022-W30	1128
1946	2021/22	ILI	60+	Bundesweit	2022-W30	681
2291	2021/22	ILI	00+	Sueden	2022-W30	1933
2992	2021/22	ILI	00+	Mitte (West)	2022-W30	1013
1516	2021/22	ILI	00+	Norden (West)	2022-W30	989
1397	2021/22	ILI	00+	Osten	2022-W30	940
6639	2021/22	ILI	15+	Bundesweit	2022-W30	1080
8196	2021/22	ILI	00+	Bundesweit	2022-W30	1251
1557	2021/22	ILI	0-14	Bundesweit	2022-W30	2310
337	2021/22	ARE	0-4	Bundesweit	2022-W31	7395
1204	2021/22	ARE	5-14	Bundesweit	2022-W31	3957
1122	2021/22	ARE	15-34	Bundesweit	2022-W31	3877
3583	2021/22	ARE	35-59	Bundesweit	2022-W31	2465
1957	2021/22	ARE	60+	Bundesweit	2022-W31	2395
2252	2021/22	ARE	00+	Sueden	2022-W31	3534
3023	2021/22	ARE	00+	Mitte (West)	2022-W31	2536
1508	2021/22	ARE	00+	Norden (West)	2022-W31	3484
1420	2021/22	ARE	00+	Osten	2022-W31	3445
6662	2021/22	ARE	15+	Bundesweit	2022-W31	2818
8203	2021/22	ARE	00+	Bundesweit	2022-W31	3141
1541	2021/22	ARE	0-14	Bundesweit	2022-W31	5128
337	2021/22	ILI	0-4	Bundesweit	2022-W31	3474
1204	2021/22	ILI	5-14	Bundesweit	2022-W31	1199
1122	2021/22	ILI	15-34	Bundesweit	2022-W31	1119
3583	2021/22	ILI	35-59	Bundesweit	2022-W31	668
1957	2021/22	ILI	60+	Bundesweit	2022-W31	908
2252	2021/22	ILI	00+	Sueden	2022-W31	1181
3023	2021/22	ILI	00+	Mitte (West)	2022-W31	558
1508	2021/22	ILI	00+	Norden (West)	2022-W31	1479
1420	2021/22	ILI	00+	Osten	2022-W31	1280
6662	2021/22	ILI	15+	Bundesweit	2022-W31	869
8203	2021/22	ILI	00+	Bundesweit	2022-W31	1023
1541	2021/22	ILI	0-14	Bundesweit	2022-W31	1974
328	2021/22	ARE	0-4	Bundesweit	2022-W32	7960
1191	2021/22	ARE	5-14	Bundesweit	2022-W32	4362
1084	2021/22	ARE	15-34	Bundesweit	2022-W32	4651
3500	2021/22	ARE	35-59	Bundesweit	2022-W32	2886
1939	2021/22	ARE	60+	Bundesweit	2022-W32	2457
2229	2021/22	ARE	00+	Sueden	2022-W32	3655
2931	2021/22	ARE	00+	Mitte (West)	2022-W32	3457
1466	2021/22	ARE	00+	Norden (West)	2022-W32	3569
1416	2021/22	ARE	00+	Osten	2022-W32	3526
6523	2021/22	ARE	15+	Bundesweit	2022-W32	3212
8042	2021/22	ARE	00+	Bundesweit	2022-W32	3544
1519	2021/22	ARE	0-14	Bundesweit	2022-W32	5590
328	2021/22	ILI	0-4	Bundesweit	2022-W32	2123
1191	2021/22	ILI	5-14	Bundesweit	2022-W32	2045
1084	2021/22	ILI	15-34	Bundesweit	2022-W32	1646
3500	2021/22	ILI	35-59	Bundesweit	2022-W32	758
1939	2021/22	ILI	60+	Bundesweit	2022-W32	1061
2229	2021/22	ILI	00+	Sueden	2022-W32	1128
2931	2021/22	ILI	00+	Mitte (West)	2022-W32	1460
1466	2021/22	ILI	00+	Norden (West)	2022-W32	1087
1416	2021/22	ILI	00+	Osten	2022-W32	1079
6523	2021/22	ILI	15+	Bundesweit	2022-W32	1096
8042	2021/22	ILI	00+	Bundesweit	2022-W32	1233
1519	2021/22	ILI	0-14	Bundesweit	2022-W32	2072
334	2021/22	ARE	0-4	Bundesweit	2022-W33	10744
1184	2021/22	ARE	5-14	Bundesweit	2022-W33	3210
1074	2021/22	ARE	15-34	Bundesweit	2022-W33	3859
3466	2021/22	ARE	35-59	Bundesweit	2022-W33	2263
1935	2021/22	ARE	60+	Bundesweit	2022-W33	1612
2196	2021/22	ARE	00+	Sueden	2022-W33	2085
2893	2021/22	ARE	00+	Mitte (West)	2022-W33	3894
1482	2021/22	ARE	00+	Norden (West)	2022-W33	2299
1422	2021/22	ARE	00+	Osten	2022-W33	2939
6475	2021/22	ARE	15+	Bundesweit	2022-W33	2470
7993	2021/22	ARE	00+	Bundesweit	2022-W33	2930
1518	2021/22	ARE	0-14	Bundesweit	2022-W33	5773
334	2021/22	ILI	0-4	Bundesweit	2022-W33	4419
1184	2021/22	ILI	5-14	Bundesweit	2022-W33	868
1074	2021/22	ILI	15-34	Bundesweit	2022-W33	759
3466	2021/22	ILI	35-59	Bundesweit	2022-W33	660
1935	2021/22	ILI	60+	Bundesweit	2022-W33	506
2196	2021/22	ILI	00+	Sueden	2022-W33	778
2893	2021/22	ILI	00+	Mitte (West)	2022-W33	968
1482	2021/22	ILI	00+	Norden (West)	2022-W33	781
1422	2021/22	ILI	00+	Osten	2022-W33	711
6475	2021/22	ILI	15+	Bundesweit	2022-W33	635
7993	2021/22	ILI	00+	Bundesweit	2022-W33	835
1518	2021/22	ILI	0-14	Bundesweit	2022-W33	2076
341	2021/22	ARE	0-4	Bundesweit	2022-W34	8091
1211	2021/22	ARE	5-14	Bundesweit	2022-W34	5894
1079	2021/22	ARE	15-34	Bundesweit	2022-W34	3442
3501	2021/22	ARE	35-59	Bundesweit	2022-W34	2703
1920	2021/22	ARE	60+	Bundesweit	2022-W34	2050
2217	2021/22	ARE	00+	Sueden	2022-W34	2538
2903	2021/22	ARE	00+	Mitte (West)	2022-W34	3837
1492	2021/22	ARE	00+	Norden (West)	2022-W34	3449
1440	2021/22	ARE	00+	Osten	2022-W34	2867
6500	2021/22	ARE	15+	Bundesweit	2022-W34	2681
8052	2021/22	ARE	00+	Bundesweit	2022-W34	3234
1552	2021/22	ARE	0-14	Bundesweit	2022-W34	6647
341	2021/22	ILI	0-4	Bundesweit	2022-W34	1851
1211	2021/22	ILI	5-14	Bundesweit	2022-W34	1596
1079	2021/22	ILI	15-34	Bundesweit	2022-W34	859
3501	2021/22	ILI	35-59	Bundesweit	2022-W34	513
1920	2021/22	ILI	60+	Bundesweit	2022-W34	821
2217	2021/22	ILI	00+	Sueden	2022-W34	729
2903	2021/22	ILI	00+	Mitte (West)	2022-W34	904
1492	2021/22	ILI	00+	Norden (West)	2022-W34	882
1440	2021/22	ILI	00+	Osten	2022-W34	863
6500	2021/22	ILI	15+	Bundesweit	2022-W34	709
8052	2021/22	ILI	00+	Bundesweit	2022-W34	845
1552	2021/22	ILI	0-14	Bundesweit	2022-W34	1683
342	2021/22	ARE	0-4	Bundesweit	2022-W35	7366
1224	2021/22	ARE	5-14	Bundesweit	2022-W35	7364
1075	2021/22	ARE	15-34	Bundesweit	2022-W35	5455
3520	2021/22	ARE	35-59	Bundesweit	2022-W35	3523
1932	2021/22	ARE	60+	Bundesweit	2022-W35	2175
2254	2021/22	ARE	00+	Sueden	2022-W35	2873
2893	2021/22	ARE	00+	Mitte (West)	2022-W35	4206
1500	2021/22	ARE	00+	Norden (West)	2022-W35	5398
1446	2021/22	ARE	00+	Osten	2022-W35	4516
6527	2021/22	ARE	15+	Bundesweit	2022-W35	3587
8093	2021/22	ARE	00+	Bundesweit	2022-W35	4110
1566	2021/22	ARE	0-14	Bundesweit	2022-W35	7365
342	2021/22	ILI	0-4	Bundesweit	2022-W35	2262
1224	2021/22	ILI	5-14	Bundesweit	2022-W35	1820
1075	2021/22	ILI	15-34	Bundesweit	2022-W35	1080
3520	2021/22	ILI	35-59	Bundesweit	2022-W35	584
1932	2021/22	ILI	60+	Bundesweit	2022-W35	440
2254	2021/22	ILI	00+	Sueden	2022-W35	587
2893	2021/22	ILI	00+	Mitte (West)	2022-W35	938
1500	2021/22	ILI	00+	Norden (West)	2022-W35	1161
1446	2021/22	ILI	00+	Osten	2022-W35	754
6527	2021/22	ILI	15+	Bundesweit	2022-W35	668
8093	2021/22	ILI	00+	Bundesweit	2022-W35	849
1566	2021/22	ILI	0-14	Bundesweit	2022-W35	1970
346	2021/22	ARE	0-4	Bundesweit	2022-W36	15267
1251	2021/22	ARE	5-14	Bundesweit	2022-W36	9519
1087	2021/22	ARE	15-34	Bundesweit	2022-W36	5595
3592	2021/22	ARE	35-59	Bundesweit	2022-W36	4189
1955	2021/22	ARE	60+	Bundesweit	2022-W36	1789
2324	2021/22	ARE	00+	Sueden	2022-W36	3012
2939	2021/22	ARE	00+	Mitte (West)	2022-W36	5210
1516	2021/22	ARE	00+	Norden (West)	2022-W36	6116
1452	2021/22	ARE	00+	Osten	2022-W36	5679
6634	2021/22	ARE	15+	Bundesweit	2022-W36	3758
8231	2021/22	ARE	00+	Bundesweit	2022-W36	4837
1597	2021/22	ARE	0-14	Bundesweit	2022-W36	11504
346	2021/22	ILI	0-4	Bundesweit	2022-W36	3616
1251	2021/22	ILI	5-14	Bundesweit	2022-W36	2229
1087	2021/22	ILI	15-34	Bundesweit	2022-W36	1051
3592	2021/22	ILI	35-59	Bundesweit	2022-W36	693
1955	2021/22	ILI	60+	Bundesweit	2022-W36	422
2324	2021/22	ILI	00+	Sueden	2022-W36	570
2939	2021/22	ILI	00+	Mitte (West)	2022-W36	978
1516	2021/22	ILI	00+	Norden (West)	2022-W36	1301
1452	2021/22	ILI	00+	Osten	2022-W36	1296
6634	2021/22	ILI	15+	Bundesweit	2022-W36	698
8231	2021/22	ILI	00+	Bundesweit	2022-W36	978
1597	2021/22	ILI	0-14	Bundesweit	2022-W36	2708
349	2021/22	ARE	0-4	Bundesweit	2022-W37	16389
1224	2021/22	ARE	5-14	Bundesweit	2022-W37	11442
1097	2021/22	ARE	15-34	Bundesweit	2022-W37	6927
3595	2021/22	ARE	35-59	Bundesweit	2022-W37	5694
1959	2021/22	ARE	60+	Bundesweit	2022-W37	3088
2342	2021/22	ARE	00+	Sueden	2022-W37	5780
2944	2021/22	ARE	00+	Mitte (West)	2022-W37	6299
1493	2021/22	ARE	00+	Norden (West)	2022-W37	5925
1445	2021/22	ARE	00+	Osten	2022-W37	7170
6651	2021/22	ARE	15+	Bundesweit	2022-W37	5145
8224	2021/22	ARE	00+	Bundesweit	2022-W37	6236
1573	2021/22	ARE	0-14	Bundesweit	2022-W37	13094
349	2021/22	ILI	0-4	Bundesweit	2022-W37	5766
1224	2021/22	ILI	5-14	Bundesweit	2022-W37	3161
1097	2021/22	ILI	15-34	Bundesweit	2022-W37	1522
3595	2021/22	ILI	35-59	Bundesweit	2022-W37	1133
1959	2021/22	ILI	60+	Bundesweit	2022-W37	925
2342	2021/22	ILI	00+	Sueden	2022-W37	1391
2944	2021/22	ILI	00+	Mitte (West)	2022-W37	1602
1493	2021/22	ILI	00+	Norden (West)	2022-W37	1581
1445	2021/22	ILI	00+	Osten	2022-W37	1725
6651	2021/22	ILI	15+	Bundesweit	2022-W37	1167
8224	2021/22	ILI	00+	Bundesweit	2022-W37	1560
1573	2021/22	ILI	0-14	Bundesweit	2022-W37	4031
354	2021/22	ARE	0-4	Bundesweit	2022-W38	20882
1222	2021/22	ARE	5-14	Bundesweit	2022-W38	16610
1096	2021/22	ARE	15-34	Bundesweit	2022-W38	10806
3629	2021/22	ARE	35-59	Bundesweit	2022-W38	6459
1987	2021/22	ARE	60+	Bundesweit	2022-W38	4130
2373	2021/22	ARE	00+	Sueden	2022-W38	9469
2971	2021/22	ARE	00+	Mitte (West)	2022-W38	8511
1492	2021/22	ARE	00+	Norden (West)	2022-W38	6744
1452	2021/22	ARE	00+	Osten	2022-W38	7869
6712	2021/22	ARE	15+	Bundesweit	2022-W38	6829
8288	2021/22	ARE	00+	Bundesweit	2022-W38	8356
1576	2021/22	ARE	0-14	Bundesweit	2022-W38	18038
354	2021/22	ILI	0-4	Bundesweit	2022-W38	7075
1222	2021/22	ILI	5-14	Bundesweit	2022-W38	4098
1096	2021/22	ILI	15-34	Bundesweit	2022-W38	2205
3629	2021/22	ILI	35-59	Bundesweit	2022-W38	1103
1987	2021/22	ILI	60+	Bundesweit	2022-W38	851
2373	2021/22	ILI	00+	Sueden	2022-W38	1879
2971	2021/22	ILI	00+	Mitte (West)	2022-W38	1929
1492	2021/22	ILI	00+	Norden (West)	2022-W38	1410
1452	2021/22	ILI	00+	Osten	2022-W38	1957
6712	2021/22	ILI	15+	Bundesweit	2022-W38	1311
8288	2021/22	ILI	00+	Bundesweit	2022-W38	1826
1576	2021/22	ILI	0-14	Bundesweit	2022-W38	5094
359	2021/22	ARE	0-4	Bundesweit	2022-W39	18894
1234	2021/22	ARE	5-14	Bundesweit	2022-W39	13580
1098	2021/22	ARE	15-34	Bundesweit	2022-W39	9854
3645	2021/22	ARE	35-59	Bundesweit	2022-W39	8109
1992	2021/22	ARE	60+	Bundesweit	2022-W39	5171
2384	2021/22	ARE	00+	Sueden	2022-W39	10476
2975	2021/22	ARE	00+	Mitte (West)	2022-W39	8476
1501	2021/22	ARE	00+	Norden (West)	2022-W39	6608
1468	2021/22	ARE	00+	Osten	2022-W39	8076
6735	2021/22	ARE	15+	Bundesweit	2022-W39	7583
8328	2021/22	ARE	00+	Bundesweit	2022-W39	8638
1593	2021/22	ARE	0-14	Bundesweit	2022-W39	15358
359	2021/22	ILI	0-4	Bundesweit	2022-W39	9845
1234	2021/22	ILI	5-14	Bundesweit	2022-W39	2677
1098	2021/22	ILI	15-34	Bundesweit	2022-W39	1841
3645	2021/22	ILI	35-59	Bundesweit	2022-W39	2399
1992	2021/22	ILI	60+	Bundesweit	2022-W39	1322
2384	2021/22	ILI	00+	Sueden	2022-W39	2778
2975	2021/22	ILI	00+	Mitte (West)	2022-W39	2359
1501	2021/22	ILI	00+	Norden (West)	2022-W39	1829
1468	2021/22	ILI	00+	Osten	2022-W39	2000
6735	2021/22	ILI	15+	Bundesweit	2022-W39	1886
8328	2021/22	ILI	00+	Bundesweit	2022-W39	2319
1593	2021/22	ILI	0-14	Bundesweit	2022-W39	5075
354	2022/23	ARE	0-4	Bundesweit	2022-W40	15787
1215	2022/23	ARE	5-14	Bundesweit	2022-W40	8827
1096	2022/23	ARE	15-34	Bundesweit	2022-W40	9877
3636	2022/23	ARE	35-59	Bundesweit	2022-W40	7100
1977	2022/23	ARE	60+	Bundesweit	2022-W40	6068
2377	2022/23	ARE	00+	Sueden	2022-W40	8895
2952	2022/23	ARE	00+	Mitte (West)	2022-W40	7984
1508	2022/23	ARE	00+	Norden (West)	2022-W40	6895
1441	2022/23	ARE	00+	Osten	2022-W40	7690
6709	2022/23	ARE	15+	Bundesweit	2022-W40	7495
8278	2022/23	ARE	00+	Bundesweit	2022-W40	7994
1569	2022/23	ARE	0-14	Bundesweit	2022-W40	11136
354	2022/23	ILI	0-4	Bundesweit	2022-W40	5311
1215	2022/23	ILI	5-14	Bundesweit	2022-W40	2622
1096	2022/23	ILI	15-34	Bundesweit	2022-W40	1603
3636	2022/23	ILI	35-59	Bundesweit	2022-W40	1882
1977	2022/23	ILI	60+	Bundesweit	2022-W40	2254
2377	2022/23	ILI	00+	Sueden	2022-W40	2457
2952	2022/23	ILI	00+	Mitte (West)	2022-W40	2005
1508	2022/23	ILI	00+	Norden (West)	2022-W40	2235
1441	2022/23	ILI	00+	Osten	2022-W40	1847
6709	2022/23	ILI	15+	Bundesweit	2022-W40	1933
8278	2022/23	ILI	00+	Bundesweit	2022-W40	2150
1569	2022/23	ILI	0-14	Bundesweit	2022-W40	3514
363	2022/23	ARE	0-4	Bundesweit	2022-W41	15944
1262	2022/23	ARE	5-14	Bundesweit	2022-W41	9838
1125	2022/23	ARE	15-34	Bundesweit	2022-W41	7038
3748	2022/23	ARE	35-59	Bundesweit	2022-W41	7049
2011	2022/23	ARE	60+	Bundesweit	2022-W41	5304
2425	2022/23	ARE	00+	Sueden	2022-W41	8416
3055	2022/23	ARE	00+	Mitte (West)	2022-W41	5755
1534	2022/23	ARE	00+	Norden (West)	2022-W41	7881
1495	2022/23	ARE	00+	Osten	2022-W41	7561
6884	2022/23	ARE	15+	Bundesweit	2022-W41	6460
8509	2022/23	ARE	00+	Bundesweit	2022-W41	7211
1625	2022/23	ARE	0-14	Bundesweit	2022-W41	11880
363	2022/23	ILI	0-4	Bundesweit	2022-W41	5058
1262	2022/23	ILI	5-14	Bundesweit	2022-W41	2852
1125	2022/23	ILI	15-34	Bundesweit	2022-W41	2007
3748	2022/23	ILI	35-59	Bundesweit	2022-W41	2035
2011	2022/23	ILI	60+	Bundesweit	2022-W41	1435
2425	2022/23	ILI	00+	Sueden	2022-W41	2266
3055	2022/23	ILI	00+	Mitte (West)	2022-W41	1746
1534	2022/23	ILI	00+	Norden (West)	2022-W41	2503
1495	2022/23	ILI	00+	Osten	2022-W41	1974
6884	2022/23	ILI	15+	Bundesweit	2022-W41	1826
8509	2022/23	ILI	00+	Bundesweit	2022-W41	2071
1625	2022/23	ILI	0-14	Bundesweit	2022-W41	3590
374	2022/23	ARE	0-4	Bundesweit	2022-W42	22367
1268	2022/23	ARE	5-14	Bundesweit	2022-W42	7981
1114	2022/23	ARE	15-34	Bundesweit	2022-W42	7382
3755	2022/23	ARE	35-59	Bundesweit	2022-W42	5689
2022	2022/23	ARE	60+	Bundesweit	2022-W42	4138
2439	2022/23	ARE	00+	Sueden	2022-W42	6565
3045	2022/23	ARE	00+	Mitte (West)	2022-W42	6887
1552	2022/23	ARE	00+	Norden (West)	2022-W42	5652
1497	2022/23	ARE	00+	Osten	2022-W42	7179
6891	2022/23	ARE	15+	Bundesweit	2022-W42	5620
8533	2022/23	ARE	00+	Bundesweit	2022-W42	6622
1642	2022/23	ARE	0-14	Bundesweit	2022-W42	12865
374	2022/23	ILI	0-4	Bundesweit	2022-W42	9472
1268	2022/23	ILI	5-14	Bundesweit	2022-W42	3019
1114	2022/23	ILI	15-34	Bundesweit	2022-W42	1394
3755	2022/23	ILI	35-59	Bundesweit	2022-W42	1296
2022	2022/23	ILI	60+	Bundesweit	2022-W42	1293
2439	2022/23	ILI	00+	Sueden	2022-W42	1604
3045	2022/23	ILI	00+	Mitte (West)	2022-W42	2011
1552	2022/23	ILI	00+	Norden (West)	2022-W42	1727
1497	2022/23	ILI	00+	Osten	2022-W42	2101
6891	2022/23	ILI	15+	Bundesweit	2022-W42	1321
8533	2022/23	ILI	00+	Bundesweit	2022-W42	1859
1642	2022/23	ILI	0-14	Bundesweit	2022-W42	5210
387	2022/23	ARE	0-4	Bundesweit	2022-W43	20233
1276	2022/23	ARE	5-14	Bundesweit	2022-W43	8629
1128	2022/23	ARE	15-34	Bundesweit	2022-W43	6495
3755	2022/23	ARE	35-59	Bundesweit	2022-W43	5239
2030	2022/23	ARE	60+	Bundesweit	2022-W43	4484
2432	2022/23	ARE	00+	Sueden	2022-W43	7175
3075	2022/23	ARE	00+	Mitte (West)	2022-W43	6366
1570	2022/23	ARE	00+	Norden (West)	2022-W43	5267
1499	2022/23	ARE	00+	Osten	2022-W43	5855
6913	2022/23	ARE	15+	Bundesweit	2022-W43	5321
8576	2022/23	ARE	00+	Bundesweit	2022-W43	6304
1663	2022/23	ARE	0-14	Bundesweit	2022-W43	12462
387	2022/23	ILI	0-4	Bundesweit	2022-W43	10063
1276	2022/23	ILI	5-14	Bundesweit	2022-W43	2504
1128	2022/23	ILI	15-34	Bundesweit	2022-W43	1770
3755	2022/23	ILI	35-59	Bundesweit	2022-W43	1105
2030	2022/23	ILI	60+	Bundesweit	2022-W43	1209
2432	2022/23	ILI	00+	Sueden	2022-W43	2267
3075	2022/23	ILI	00+	Mitte (West)	2022-W43	1492
1570	2022/23	ILI	00+	Norden (West)	2022-W43	2136
1499	2022/23	ILI	00+	Osten	2022-W43	1463
6913	2022/23	ILI	15+	Bundesweit	2022-W43	1318
8576	2022/23	ILI	00+	Bundesweit	2022-W43	1825
1663	2022/23	ILI	0-14	Bundesweit	2022-W43	5001
387	2022/23	ARE	0-4	Bundesweit	2022-W44	17661
1314	2022/23	ARE	5-14	Bundesweit	2022-W44	8071
1126	2022/23	ARE	15-34	Bundesweit	2022-W44	6920
3813	2022/23	ARE	35-59	Bundesweit	2022-W44	5268
2049	2022/23	ARE	60+	Bundesweit	2022-W44	3741
2467	2022/23	ARE	00+	Sueden	2022-W44	6636
3119	2022/23	ARE	00+	Mitte (West)	2022-W44	5910
1577	2022/23	ARE	00+	Norden (West)	2022-W44	5819
1526	2022/23	ARE	00+	Osten	2022-W44	5439
6988	2022/23	ARE	15+	Bundesweit	2022-W44	5195
8689	2022/23	ARE	00+	Bundesweit	2022-W44	6016
1701	2022/23	ARE	0-14	Bundesweit	2022-W44	11241
387	2022/23	ILI	0-4	Bundesweit	2022-W44	8320
1314	2022/23	ILI	5-14	Bundesweit	2022-W44	2743
1126	2022/23	ILI	15-34	Bundesweit	2022-W44	1455
3813	2022/23	ILI	35-59	Bundesweit	2022-W44	1157
2049	2022/23	ILI	60+	Bundesweit	2022-W44	798
2467	2022/23	ILI	00+	Sueden	2022-W44	1740
3119	2022/23	ILI	00+	Mitte (West)	2022-W44	1595
1577	2022/23	ILI	00+	Norden (West)	2022-W44	1479
1526	2022/23	ILI	00+	Osten	2022-W44	1436
6988	2022/23	ILI	15+	Bundesweit	2022-W44	1115
8689	2022/23	ILI	00+	Bundesweit	2022-W44	1587
1701	2022/23	ILI	0-14	Bundesweit	2022-W44	4587
384	2022/23	ARE	0-4	Bundesweit	2022-W45	23727
